SubjectNum,Activity,tBodyAcc-mean-Y,tBodyAcc-mean-Z,tBodyAcc-std-X,tBodyAcc-std-Y,tBodyAcc-std-Z,tGravityAcc-mean-X,tGravityAcc-mean-Y,tGravityAcc-mean-Z,tGravityAcc-std-X,tGravityAcc-std-Y,tGravityAcc-std-Z,tBodyAccJerk-mean-X,tBodyAccJerk-mean-Y,tBodyAccJerk-mean-Z,tBodyAccJerk-std-X,tBodyAccJerk-std-Y,tBodyAccJerk-std-Z,tBodyGyro-mean-X,tBodyGyro-mean-Y,tBodyGyro-mean-Z,tBodyGyro-std-X,tBodyGyro-std-Y,tBodyGyro-std-Z,tBodyGyroJerk-mean-X,tBodyGyroJerk-mean-Y,tBodyGyroJerk-mean-Z,tBodyGyroJerk-std-X,tBodyGyroJerk-std-Y,tBodyGyroJerk-std-Z,tBodyAccMag-mean,tBodyAccMag-std,tGravityAccMag-mean,tGravityAccMag-std,tBodyAccJerkMag-mean,tBodyAccJerkMag-std,tBodyGyroMag-mean,tBodyGyroMag-std,tBodyGyroJerkMag-mean,tBodyGyroJerkMag-std,fBodyAcc-mean-X,fBodyAcc-mean-Y,fBodyAcc-mean-Z,fBodyAcc-std-X,fBodyAcc-std-Y,fBodyAcc-std-Z,fBodyAccJerk-mean-X,fBodyAccJerk-mean-Y,fBodyAccJerk-mean-Z,fBodyAccJerk-std-X,fBodyAccJerk-std-Y,fBodyAccJerk-std-Z,fBodyGyro-mean-X,fBodyGyro-mean-Y,fBodyGyro-mean-Z,fBodyGyro-std-X,fBodyGyro-std-Y,fBodyGyro-std-Z,fBodyAccMag-mean,fBodyAccMag-std,fBodyBodyAccJerkMag-mean,fBodyBodyAccJerkMag-std,fBodyBodyGyroMag-mean,fBodyBodyGyroMag-std,fBodyBodyGyroJerkMag-mean,fBodyBodyGyroJerkMag-std
11,,0.27658531139557,-0.0191272531933228,-0.108941761642405,-0.58947649779557,-0.490379346996835,-0.0545862478780538,0.730526184936709,0.0527387028613924,0.140209861246835,-0.975394457689873,-0.957138770727848,0.126595478499051,0.0830134540658228,0.0078044254343038,-0.00657424975259494,-0.659323083055063,-0.608784226719937,0.0413075896974684,-0.0547328440272468,-0.0582275770813291,0.087284109682356,-0.739922126628797,-0.703501766487342,0.0123363638275316,-0.0805473309873418,-0.0493914065474684,-0.0480140167267405,-0.781738140601266,-0.868377254082279,0.0274157945953481,-0.542825032813608,-0.0470450692733133,-0.542825032813608,-0.0470450692733133,-0.679819504547468,-0.0844928174203481,-0.628367851066456,-0.00977386751806962,-0.826829028481013,-0.200767113821646,-0.619524028324684,-0.531455265662532,-0.750026145791139,-0.579491754749367,-0.502570240243354,-0.982788334841772,-0.676672987166456,-0.632374688606013,-0.825559590221519,-0.672195644346519,-0.609444998247785,-0.983921284272152,-0.709949332117089,-0.776852868955696,-0.708842979272152,-0.751758277167722,-0.670892713066772,-0.987084076234177,-0.611528074359177,-0.69611580411076,-0.656133473274684,-0.603941715534177,-0.757585939588608,-0.571880430909177,-0.864827011392405
12,,0.27360872421875,-0.018337204411489,-0.106649116775,-0.583962207065,-0.522040023435,0.0797941473284375,0.69922245131875,0.029976775735,0.0330295544910625,-0.96738343446875,-0.9605729084375,0.1620018415375,0.070430311315625,0.0053115377979375,0.000308112368400001,-0.582418267596875,-0.571359817082031,0.000101815436718751,-0.0628663472537188,-0.0592027333975,0.0960742146838125,-0.727881704983125,-0.73506282621875,-0.0623164074515625,-0.0731134377315625,-0.043678823491875,-0.0574585039485313,-0.709726149496875,-0.8112325993125,-0.0366384983846875,-0.559586545675313,-0.0038239326621875,-0.559586545675313,-0.0038239326621875,-0.6300504918575,0.030770299898,-0.63166805889875,-0.08442260098,-0.77729447821875,-0.0323395496842188,-0.578920210879375,-0.523287078731563,-0.7266403145,-0.586922577889688,-0.553076639139063,-0.96799153659375,-0.599109317756219,-0.591296422972219,-0.7754265825625,-0.602960063359688,-0.579168053712969,-0.96954674190625,-0.661246826087188,-0.74479814778125,-0.657369914584375,-0.750393858303125,-0.7334567315,-0.96174996665625,-0.55928367746625,-0.62258951955625,-0.564239194378438,-0.545052787498125,-0.717311676745625,-0.615223792904506,-0.78990285099375
13,,0.275895876198777,-0.0176504796070948,-0.109135285550765,-0.624844460199083,-0.448816097853364,0.155412659665443,0.709996516908257,-0.0420858101162079,0.0443010536786239,-0.967268063455658,-0.953540716850153,0.0750288070994801,0.0794393034550306,0.00387961953328135,-0.0123485923641621,-0.638889532599083,-0.569700547488012,0.188734326000795,-0.0562470618980061,-0.0616613787494801,0.098866059686422,-0.715109859672783,-0.645728612088685,-0.134262430097095,-0.0881182379434251,-0.0440836605146789,-0.0582718748712538,-0.715772980189603,-0.718988591831804,-0.236134704746483,-0.539871637249541,-0.0812011027883792,-0.539871637249541,-0.0812011027883792,-0.625466938809174,-0.0204359410957798,-0.581215403184709,-0.112066802092049,-0.712745036012232,0.054338971921682,-0.638817912651682,-0.493467193137125,-0.629736258731804,-0.620602036452599,-0.462584458627829,-0.956324457553517,-0.66008217407156,-0.603340489937615,-0.710831730361468,-0.649606227431844,-0.562129866937645,-0.960220839633027,-0.65864242140581,-0.647152817899388,-0.620471226529052,-0.734657989051988,-0.650623558847401,-0.957753795963303,-0.589928108599083,-0.606501643941896,-0.607295296423853,-0.545164640719878,-0.652225306544343,-0.551795383644343,-0.712054366504281
14,,0.270184596009288,-0.0162548178510526,-0.100985935692074,-0.611671118216099,-0.374730765205077,0.0473391719826625,0.672081224882353,-0.111701388781115,-0.161179728291022,-0.941245714736842,-0.942377305312693,-0.0027578273574613,0.0741757467665016,0.00443682723817957,-0.00253044692473994,-0.641964198633003,-0.586459622773684,0.0524424195235201,0.000253671358297214,-0.0954921154823529,0.0606712446996904,-0.728661379340557,-0.398959362766099,-0.0592845867535604,-0.107556127062003,-0.0433200489340217,-0.0450693836894427,-0.7862917325387,-0.6979155314613,-0.103052042960836,-0.453262620331889,-0.0496903942968731,-0.453262620331889,-0.0496903942968731,-0.608973420309907,-0.119657750437152,-0.416459776709257,-0.0669493231018576,-0.700520939854799,-0.272828182546006,-0.619513271851703,-0.455237617000929,-0.440650672343653,-0.609406374110062,-0.376829989404644,-0.935700203034056,-0.654385009392879,-0.598699531399381,-0.618712162187307,-0.661460356953251,-0.60215894382322,-0.934830310650155,-0.699166400749226,-0.50463317018839,-0.42391821438452,-0.740052209854489,-0.348864187370186,-0.961549467151703,-0.490874179820434,-0.619815263339938,-0.596896308848452,-0.5403741002387,-0.543030528985449,-0.579429758890712,-0.717590101802972
15,,0.27821340725,-0.016464484771311,-0.112563587594512,-0.556541173089329,-0.481679537956006,0.00308340336929878,0.688872511512195,0.102660491875,0.0372897701757012,-0.968733398628049,-0.956369493993902,0.135591727429268,0.0776897411304878,0.00489392052706402,-0.00440993190077744,-0.624055782158537,-0.594312678045092,-0.0616458871920732,-0.0281278780610671,-0.0758788455198781,0.0906658516,-0.696859473045732,-0.708779069191463,-0.0164187550037195,-0.0960910108539634,-0.0441270690182012,-0.0555645456881098,-0.731382711036585,-0.853956592073171,-0.03589902699125,-0.527285352000488,-0.0758776303927439,-0.527285352000488,-0.0758776303927439,-0.654799694757531,-0.0514610196457317,-0.617721779796037,-0.0542745147657591,-0.805282669512195,-0.239189702983537,-0.583772317445122,-0.507735205778384,-0.741745724698171,-0.547150855443903,-0.501568435233384,-0.976938081951219,-0.643469519361585,-0.609408057377744,-0.805543465588415,-0.637655155092835,-0.605854882622652,-0.976245168810976,-0.664354428856402,-0.760711411006098,-0.711194539920732,-0.709336168176829,-0.684504735744512,-0.982368371585366,-0.562948391223628,-0.656990858314024,-0.614817605125915,-0.677640387552134,-0.732394493841463,-0.582198431045732,-0.83680189402439
16,,0.277887440374317,-0.0158567888309016,-0.107263924445355,-0.668161498298634,-0.649947067892896,0.00311263326530055,0.700906130308743,-0.0605235993797814,0.0402075536234973,-0.971156432131148,-0.964727519945355,0.00801187159016393,0.0775488885374317,0.00884018328270219,-0.00143730005564208,-0.72786174352459,-0.735080198043716,-0.0486329630982514,-0.0122341446725137,-0.0724444803980874,0.0730144651530055,-0.799534450491803,-0.810124133715847,0.0315516794377049,-0.107361614801257,-0.0416615668939618,-0.0539470410873497,-0.858298719153006,-0.869573120573771,0.0424870540431694,-0.616131116889044,-0.0585560819733333,-0.616131116889044,-0.0585560819733333,-0.725246870486339,-0.0598259325279508,-0.718168775628415,-0.0495879774028962,-0.860446372459016,-0.123215792939945,-0.700885147341803,-0.671572147098798,-0.660989948160437,-0.656969045058415,-0.661844530506831,-0.966855583032787,-0.744662041612022,-0.748627001551913,-0.752302172079235,-0.73477673661306,-0.738434398105465,-0.970228619043716,-0.789780147036612,-0.815962130027323,-0.756286641721311,-0.804991831502732,-0.809421448142077,-0.991423203360656,-0.666962508246721,-0.605339364289617,-0.713167613706148,-0.661107135227049,-0.81712881920765,-0.565554545992924,-0.87277228273224
17,,0.274029548065217,-0.0175416045074728,-0.109199853130082,-0.608455243870734,-0.567005319464348,0.105299553383424,0.69893741138587,-0.013734698125,-0.0177042428953804,-0.971771652907609,-0.958810046467391,0.0849058467274457,0.0814060565059783,0.00848949673339674,0.00270288011005435,-0.682603096154891,-0.668693821044565,0.0424221560313044,-0.0146686177049565,-0.082710926198038,0.077025064375462,-0.759011119945652,-0.764867040625,-0.0939283844444429,-0.107854170946467,-0.039171944702962,-0.0508496510874185,-0.788387981630435,-0.825988662771739,-0.156541413609239,-0.568367244093859,-0.0922540161415761,-0.568367244093859,-0.0922540161415761,-0.696465197235054,-0.0733402373708696,-0.676185123284103,-0.113237857071168,-0.810438232853261,-0.0884314289414946,-0.651780423718288,-0.601741376260245,-0.718947424896739,-0.59351017342337,-0.576930056063587,-0.983692347065217,-0.716681622653533,-0.694754837788044,-0.802528785896739,-0.67654494089212,-0.663158393238587,-0.984809498070652,-0.728710411180707,-0.774745258994565,-0.726857840652174,-0.770057225710326,-0.761335243695652,-0.986491327554348,-0.646189154826902,-0.538472873953533,-0.697575558993207,-0.630303262615489,-0.769498551467391,-0.49319544476087,-0.829124468315217
18,,0.276324152142857,-0.0172831546595266,-0.108112251068681,-0.694616884972528,-0.627117507326923,0.126973451613294,0.716863248351648,-0.01578199625,0.0899901746593407,-0.980138675796703,-0.969542030412088,0.0862184266447802,0.077480921531044,0.0128850449171841,0.000848545124184616,-0.734644450054945,-0.732969175274725,0.10556982337967,-0.0373993798891484,-0.0678200104982143,0.0908402866868132,-0.804533729046703,-0.777361713653846,-0.115904915615934,-0.0944029581558242,-0.044169186546978,-0.0568482569002198,-0.842893477884615,-0.884050472967033,-0.056524480051044,-0.658370952115385,-0.103420726158791,-0.658370952115385,-0.103420726158791,-0.753904676895604,-0.0659252517868132,-0.714735668626374,-0.0611415275811539,-0.859899942335165,-0.179658335651209,-0.714227764615385,-0.663659666593407,-0.761229192087912,-0.687850549203297,-0.632838238002747,-0.984403219120879,-0.750020077252747,-0.744113444532967,-0.833032083021978,-0.742517893708791,-0.739197834642857,-0.985342657087912,-0.787757637521978,-0.816385880247253,-0.755926770686813,-0.812175241332418,-0.759665554340659,-0.99179019771978,-0.697732862178571,-0.707190560703297,-0.742323821887363,-0.62184689467033,-0.816286626730769,-0.60285176672033,-0.88466302260989
19,,0.269723487105556,-0.0182031515710306,-0.118277180099383,-0.574658922919194,-0.507035084992639,0.152493066087278,0.475323016,0.0964052626666667,0.233011401195083,-0.958290447861111,-0.95925383425,0.175558561323889,0.0774171147766389,0.0115812421960876,-0.00186198850195833,-0.571088266146083,-0.571311190432222,-0.00915121527863889,-0.0385723953346511,-0.0681420603177778,0.0883609591559167,-0.637789914575556,-0.643866300560306,-0.211363429495306,-0.0895939425055556,-0.0383208736670278,-0.0569649444286945,-0.618836206634445,-0.725991380623889,-0.169826316053611,-0.531507362111361,-0.0944196037356111,-0.531507362111361,-0.0944196037356111,-0.5762252472125,-0.0143635160228611,-0.548919668132222,-0.0838070012175,-0.683436541824444,-0.0827028501833333,-0.587050355097528,-0.521888076609778,-0.647026298284028,-0.5708979748225,-0.530901585022361,-0.890328877269445,-0.593157169174611,-0.596694943936944,-0.680924493180556,-0.586910128980833,-0.572596722878,-0.893768668694445,-0.553089575942778,-0.641337299817778,-0.602625307818389,-0.666071315599889,-0.650105402347778,-0.922707125555556,-0.556404444967972,-0.619923645403611,-0.576064647812278,-0.707005982963056,-0.636287999799167,-0.547001152686111,-0.719519008752778
20,,0.268425757926554,-0.0175912993773164,-0.108029145824294,-0.60484669490339,-0.369336706508757,0.13258042364339,0.628040637177966,-0.0373059475847458,0.10723075947935,-0.958201862627119,-0.952506793418079,0.115832283090424,0.079818125480791,0.00220928707107345,-0.00450611895602542,-0.627098830685593,-0.527174601581921,0.12375436292554,-0.0242488811785028,-0.0789448418069209,0.0856280628860452,-0.684586332415254,-0.573677383024548,-0.141722632690678,-0.094982179135,-0.0414356124141243,-0.054300127761017,-0.698354145936441,-0.684280685533898,-0.0813792545353107,-0.517257429345412,-0.0502564841339266,-0.517257429345412,-0.0502564841339266,-0.619698756735028,-0.0741533345121751,-0.516861235888701,0.0449185547824859,-0.684048497355932,-0.0689328908887006,-0.612641113666949,-0.426398722000396,-0.665006945724294,-0.60314894923565,-0.381534028764124,-0.965921621073446,-0.652264226931438,-0.557791286001413,-0.732835648957627,-0.634710081102825,-0.525907610282373,-0.966820437937853,-0.626445370827119,-0.591039733449633,-0.518444509491526,-0.704481841200565,-0.567588605842655,-0.963786795,-0.560278889421186,-0.637702984241243,-0.584571446817062,-0.617887205873446,-0.606970915061639,-0.668193694322034,-0.692638075749774
